"","date_time","minute_hour","hour","interval","date","count","day","date_abbrev"
"1130","09/07/2023, 9:00-14","9:00-14",9,"00-14","09/07/2023",26,"Thursday","09.07"
"1131","09/07/2023, 9:15-29","9:15-29",9,"15-29","09/07/2023",12,"Thursday","09.07"
"1132","09/07/2023, 9:15-29","9:15-29",9,"15-29","09/07/2023",1,"Thursday","09.07"
"1133","09/07/2023, 9:15-29","9:15-29",9,"15-29","09/07/2023",21,"Thursday","09.07"
"1134","09/07/2023, 9:30-44","9:30-44",9,"30-44","09/07/2023",6,"Thursday","09.07"
"1135","09/07/2023, 9:30-44","9:30-44",9,"30-44","09/07/2023",2,"Thursday","09.07"
"1136","09/07/2023, 9:30-44","9:30-44",9,"30-44","09/07/2023",1,"Thursday","09.07"
"1137","09/07/2023, 9:30-44","9:30-44",9,"30-44","09/07/2023",21,"Thursday","09.07"
"1138","09/07/2023, 9:45-59","9:45-59",9,"45-59","09/07/2023",12,"Thursday","09.07"
"1139","09/07/2023, 9:45-59","9:45-59",9,"45-59","09/07/2023",1,"Thursday","09.07"
"1140","09/07/2023, 9:45-59","9:45-59",9,"45-59","09/07/2023",23,"Thursday","09.07"
"1141","09/07/2023, 10:00-14","10:00-14",10,"00-14","09/07/2023",11,"Thursday","09.07"
"1142","09/07/2023, 10:00-14","10:00-14",10,"00-14","09/07/2023",1,"Thursday","09.07"
"1143","09/07/2023, 10:00-14","10:00-14",10,"00-14","09/07/2023",2,"Thursday","09.07"
"1144","09/07/2023, 10:00-14","10:00-14",10,"00-14","09/07/2023",32,"Thursday","09.07"
"1145","09/07/2023, 10:15-29","10:15-29",10,"15-29","09/07/2023",10,"Thursday","09.07"
"1146","09/07/2023, 10:15-29","10:15-29",10,"15-29","09/07/2023",19,"Thursday","09.07"
"1147","09/07/2023, 10:30-44","10:30-44",10,"30-44","09/07/2023",5,"Thursday","09.07"
"1148","09/07/2023, 10:30-44","10:30-44",10,"30-44","09/07/2023",3,"Thursday","09.07"
"1149","09/07/2023, 10:45-59","10:45-59",10,"45-59","09/07/2023",4,"Thursday","09.07"
"1150","09/07/2023, 10:45-59","10:45-59",10,"45-59","09/07/2023",11,"Thursday","09.07"
"1151","09/07/2023, 11:00-14","11:00-14",11,"00-14","09/07/2023",19,"Thursday","09.07"
"1152","09/07/2023, 11:00-14","11:00-14",11,"00-14","09/07/2023",2,"Thursday","09.07"
"1153","09/07/2023, 11:00-14","11:00-14",11,"00-14","09/07/2023",58,"Thursday","09.07"
"1154","09/07/2023, 11:15-29","11:15-29",11,"15-29","09/07/2023",1,"Thursday","09.07"
"1155","09/07/2023, 11:15-29","11:15-29",11,"15-29","09/07/2023",29,"Thursday","09.07"
"1156","09/07/2023, 11:15-29","11:15-29",11,"15-29","09/07/2023",1,"Thursday","09.07"
"1157","09/07/2023, 11:15-29","11:15-29",11,"15-29","09/07/2023",5,"Thursday","09.07"
"1158","09/07/2023, 11:15-29","11:15-29",11,"15-29","09/07/2023",61,"Thursday","09.07"
"1159","09/07/2023, 11:30-44","11:30-44",11,"30-44","09/07/2023",56,"Thursday","09.07"
"1160","09/07/2023, 11:30-44","11:30-44",11,"30-44","09/07/2023",1,"Thursday","09.07"
"1161","09/07/2023, 11:30-44","11:30-44",11,"30-44","09/07/2023",4,"Thursday","09.07"
"1162","09/07/2023, 11:30-44","11:30-44",11,"30-44","09/07/2023",138,"Thursday","09.07"
"1163","09/07/2023, 11:45-59","11:45-59",11,"45-59","09/07/2023",38,"Thursday","09.07"
"1164","09/07/2023, 11:45-59","11:45-59",11,"45-59","09/07/2023",5,"Thursday","09.07"
"1165","09/07/2023, 11:45-59","11:45-59",11,"45-59","09/07/2023",98,"Thursday","09.07"
"1166","09/07/2023, 12:00-14","12:00-14",12,"00-14","09/07/2023",38,"Thursday","09.07"
"1167","09/07/2023, 12:00-14","12:00-14",12,"00-14","09/07/2023",3,"Thursday","09.07"
"1168","09/07/2023, 12:00-14","12:00-14",12,"00-14","09/07/2023",9,"Thursday","09.07"
"1169","09/07/2023, 12:00-14","12:00-14",12,"00-14","09/07/2023",59,"Thursday","09.07"
"1170","09/07/2023, 12:15-29","12:15-29",12,"15-29","09/07/2023",43,"Thursday","09.07"
"1171","09/07/2023, 12:15-29","12:15-29",12,"15-29","09/07/2023",8,"Thursday","09.07"
"1172","09/07/2023, 12:15-29","12:15-29",12,"15-29","09/07/2023",100,"Thursday","09.07"
"1173","09/07/2023, 12:30-44","12:30-44",12,"30-44","09/07/2023",28,"Thursday","09.07"
"1174","09/07/2023, 12:30-44","12:30-44",12,"30-44","09/07/2023",9,"Thursday","09.07"
"1175","09/07/2023, 12:30-44","12:30-44",12,"30-44","09/07/2023",61,"Thursday","09.07"
"1176","09/07/2023, 12:45-59","12:45-59",12,"45-59","09/07/2023",53,"Thursday","09.07"
"1177","09/07/2023, 12:45-59","12:45-59",12,"45-59","09/07/2023",1,"Thursday","09.07"
"1178","09/07/2023, 12:45-59","12:45-59",12,"45-59","09/07/2023",2,"Thursday","09.07"
"1179","09/07/2023, 12:45-59","12:45-59",12,"45-59","09/07/2023",76,"Thursday","09.07"
"1180","09/07/2023, 13:00-14","13:00-14",13,"00-14","09/07/2023",69,"Thursday","09.07"
"1181","09/07/2023, 13:00-14","13:00-14",13,"00-14","09/07/2023",3,"Thursday","09.07"
"1182","09/07/2023, 13:00-14","13:00-14",13,"00-14","09/07/2023",6,"Thursday","09.07"
"1183","09/07/2023, 13:00-14","13:00-14",13,"00-14","09/07/2023",152,"Thursday","09.07"
"1184","09/07/2023, 13:15-29","13:15-29",13,"15-29","09/07/2023",57,"Thursday","09.07"
"1185","09/07/2023, 13:15-29","13:15-29",13,"15-29","09/07/2023",5,"Thursday","09.07"
"1186","09/07/2023, 13:15-29","13:15-29",13,"15-29","09/07/2023",86,"Thursday","09.07"
"1187","09/07/2023, 13:30-44","13:30-44",13,"30-44","09/07/2023",29,"Thursday","09.07"
"1188","09/07/2023, 13:30-44","13:30-44",13,"30-44","09/07/2023",2,"Thursday","09.07"
"1189","09/07/2023, 13:30-44","13:30-44",13,"30-44","09/07/2023",42,"Thursday","09.07"
"1190","09/07/2023, 13:45-59","13:45-59",13,"45-59","09/07/2023",20,"Thursday","09.07"
"1191","09/07/2023, 13:45-59","13:45-59",13,"45-59","09/07/2023",2,"Thursday","09.07"
"1192","09/07/2023, 13:45-59","13:45-59",13,"45-59","09/07/2023",14,"Thursday","09.07"
"1193","09/07/2023, 14:00-14","14:00-14",14,"00-14","09/07/2023",10,"Thursday","09.07"
"1194","09/07/2023, 14:00-14","14:00-14",14,"00-14","09/07/2023",5,"Thursday","09.07"
"1195","09/07/2023, 14:00-14","14:00-14",14,"00-14","09/07/2023",14,"Thursday","09.07"
"1196","09/07/2023, 14:15-29","14:15-29",14,"15-29","09/07/2023",25,"Thursday","09.07"
"1197","09/07/2023, 14:15-29","14:15-29",14,"15-29","09/07/2023",1,"Thursday","09.07"
"1198","09/07/2023, 14:15-29","14:15-29",14,"15-29","09/07/2023",50,"Thursday","09.07"
"1199","09/07/2023, 14:30-44","14:30-44",14,"30-44","09/07/2023",12,"Thursday","09.07"
"1200","09/07/2023, 14:30-44","14:30-44",14,"30-44","09/07/2023",2,"Thursday","09.07"
"1201","09/07/2023, 14:30-44","14:30-44",14,"30-44","09/07/2023",21,"Thursday","09.07"
"1202","09/07/2023, 14:45-59","14:45-59",14,"45-59","09/07/2023",15,"Thursday","09.07"
"1203","09/07/2023, 14:45-59","14:45-59",14,"45-59","09/07/2023",2,"Thursday","09.07"
"1204","09/07/2023, 14:45-59","14:45-59",14,"45-59","09/07/2023",1,"Thursday","09.07"
"1205","09/07/2023, 14:45-59","14:45-59",14,"45-59","09/07/2023",41,"Thursday","09.07"
"1206","09/07/2023, 15:00-14","15:00-14",15,"00-14","09/07/2023",3,"Thursday","09.07"
"1207","09/07/2023, 15:00-14","15:00-14",15,"00-14","09/07/2023",1,"Thursday","09.07"
"1208","09/07/2023, 15:00-14","15:00-14",15,"00-14","09/07/2023",4,"Thursday","09.07"
"1209","09/08/2023, 8:00-14","8:00-14",8,"00-14","09/08/2023",3,"Friday","09.08"
"1210","09/08/2023, 8:15-29","8:15-29",8,"15-29","09/08/2023",4,"Friday","09.08"
"1211","09/08/2023, 8:15-29","8:15-29",8,"15-29","09/08/2023",1,"Friday","09.08"
"1212","09/08/2023, 8:15-29","8:15-29",8,"15-29","09/08/2023",3,"Friday","09.08"
"1213","09/08/2023, 8:15-29","8:15-29",8,"15-29","09/08/2023",9,"Friday","09.08"
"1214","09/08/2023, 8:30-44","8:30-44",8,"30-44","09/08/2023",3,"Friday","09.08"
"1215","09/08/2023, 8:30-44","8:30-44",8,"30-44","09/08/2023",5,"Friday","09.08"
"1216","09/08/2023, 8:30-44","8:30-44",8,"30-44","09/08/2023",3,"Friday","09.08"
"1217","09/08/2023, 8:30-44","8:30-44",8,"30-44","09/08/2023",13,"Friday","09.08"
"1218","09/08/2023, 8:45-59","8:45-59",8,"45-59","09/08/2023",4,"Friday","09.08"
"1219","09/08/2023, 8:45-59","8:45-59",8,"45-59","09/08/2023",12,"Friday","09.08"
"1220","09/08/2023, 8:45-59","8:45-59",8,"45-59","09/08/2023",3,"Friday","09.08"
"1221","09/08/2023, 8:45-59","8:45-59",8,"45-59","09/08/2023",20,"Friday","09.08"
"1222","09/08/2023, 9:00-14","9:00-14",9,"00-14","09/08/2023",2,"Friday","09.08"
"1223","09/08/2023, 9:00-14","9:00-14",9,"00-14","09/08/2023",6,"Friday","09.08"
"1224","09/08/2023, 9:00-14","9:00-14",9,"00-14","09/08/2023",1,"Friday","09.08"
"1225","09/08/2023, 9:00-14","9:00-14",9,"00-14","09/08/2023",28,"Friday","09.08"
"1226","09/08/2023, 9:15-29","9:15-29",9,"15-29","09/08/2023",7,"Friday","09.08"
"1227","09/08/2023, 9:15-29","9:15-29",9,"15-29","09/08/2023",2,"Friday","09.08"
"1228","09/08/2023, 9:15-29","9:15-29",9,"15-29","09/08/2023",25,"Friday","09.08"
"1229","09/08/2023, 9:30-44","9:30-44",9,"30-44","09/08/2023",5,"Friday","09.08"
"1230","09/08/2023, 9:30-44","9:30-44",9,"30-44","09/08/2023",2,"Friday","09.08"
"1231","09/08/2023, 9:30-44","9:30-44",9,"30-44","09/08/2023",32,"Friday","09.08"
"1232","09/08/2023, 9:45-59","9:45-59",9,"45-59","09/08/2023",5,"Friday","09.08"
"1233","09/08/2023, 9:45-59","9:45-59",9,"45-59","09/08/2023",29,"Friday","09.08"
"1234","09/08/2023, 10:00-14","10:00-14",10,"00-14","09/08/2023",9,"Friday","09.08"
"1235","09/08/2023, 10:00-14","10:00-14",10,"00-14","09/08/2023",41,"Friday","09.08"
"1236","09/08/2023, 10:15-29","10:15-29",10,"15-29","09/08/2023",4,"Friday","09.08"
"1237","09/08/2023, 10:15-29","10:15-29",10,"15-29","09/08/2023",1,"Friday","09.08"
"1238","09/08/2023, 10:15-29","10:15-29",10,"15-29","09/08/2023",16,"Friday","09.08"
"1239","09/08/2023, 10:30-44","10:30-44",10,"30-44","09/08/2023",1,"Friday","09.08"
"1240","09/08/2023, 10:30-44","10:30-44",10,"30-44","09/08/2023",3,"Friday","09.08"
"1241","09/08/2023, 10:45-59","10:45-59",10,"45-59","09/08/2023",2,"Friday","09.08"
"1242","09/08/2023, 10:45-59","10:45-59",10,"45-59","09/08/2023",15,"Friday","09.08"
"1243","09/08/2023, 11:00-14","11:00-14",11,"00-14","09/08/2023",26,"Friday","09.08"
"1244","09/08/2023, 11:00-14","11:00-14",11,"00-14","09/08/2023",1,"Friday","09.08"
"1245","09/08/2023, 11:00-14","11:00-14",11,"00-14","09/08/2023",1,"Friday","09.08"
"1246","09/08/2023, 11:00-14","11:00-14",11,"00-14","09/08/2023",79,"Friday","09.08"
"1247","09/08/2023, 11:15-29","11:15-29",11,"15-29","09/08/2023",28,"Friday","09.08"
"1248","09/08/2023, 11:15-29","11:15-29",11,"15-29","09/08/2023",5,"Friday","09.08"
"1249","09/08/2023, 11:15-29","11:15-29",11,"15-29","09/08/2023",1,"Friday","09.08"
"1250","09/08/2023, 11:15-29","11:15-29",11,"15-29","09/08/2023",71,"Friday","09.08"
"1251","09/08/2023, 11:30-44","11:30-44",11,"30-44","09/08/2023",22,"Friday","09.08"
"1252","09/08/2023, 11:30-44","11:30-44",11,"30-44","09/08/2023",3,"Friday","09.08"
"1253","09/08/2023, 11:30-44","11:30-44",11,"30-44","09/08/2023",45,"Friday","09.08"
"1254","09/08/2023, 11:45-59","11:45-59",11,"45-59","09/08/2023",22,"Friday","09.08"
"1255","09/08/2023, 11:45-59","11:45-59",11,"45-59","09/08/2023",1,"Friday","09.08"
"1256","09/08/2023, 11:45-59","11:45-59",11,"45-59","09/08/2023",10,"Friday","09.08"
"1257","09/08/2023, 11:45-59","11:45-59",11,"45-59","09/08/2023",48,"Friday","09.08"
"1258","09/08/2023, 12:00-14","12:00-14",12,"00-14","09/08/2023",5,"Friday","09.08"
"1259","09/08/2023, 12:00-14","12:00-14",12,"00-14","09/08/2023",41,"Friday","09.08"
"1260","09/08/2023, 12:00-14","12:00-14",12,"00-14","09/08/2023",12,"Friday","09.08"
"1261","09/08/2023, 12:00-14","12:00-14",12,"00-14","09/08/2023",70,"Friday","09.08"
"1262","09/08/2023, 12:15-29","12:15-29",12,"15-29","09/08/2023",2,"Friday","09.08"
"1263","09/08/2023, 12:15-29","12:15-29",12,"15-29","09/08/2023",62,"Friday","09.08"
"1264","09/08/2023, 12:15-29","12:15-29",12,"15-29","09/08/2023",1,"Friday","09.08"
"1265","09/08/2023, 12:15-29","12:15-29",12,"15-29","09/08/2023",4,"Friday","09.08"
"1266","09/08/2023, 12:15-29","12:15-29",12,"15-29","09/08/2023",138,"Friday","09.08"
"1267","09/08/2023, 12:30-44","12:30-44",12,"30-44","09/08/2023",5,"Friday","09.08"
"1268","09/08/2023, 12:30-44","12:30-44",12,"30-44","09/08/2023",34,"Friday","09.08"
"1269","09/08/2023, 12:30-44","12:30-44",12,"30-44","09/08/2023",5,"Friday","09.08"
"1270","09/08/2023, 12:30-44","12:30-44",12,"30-44","09/08/2023",87,"Friday","09.08"
"1271","09/08/2023, 12:45-59","12:45-59",12,"45-59","09/08/2023",43,"Friday","09.08"
"1272","09/08/2023, 12:45-59","12:45-59",12,"45-59","09/08/2023",1,"Friday","09.08"
"1273","09/08/2023, 12:45-59","12:45-59",12,"45-59","09/08/2023",2,"Friday","09.08"
"1274","09/08/2023, 12:45-59","12:45-59",12,"45-59","09/08/2023",49,"Friday","09.08"
"1275","09/08/2023, 13:00-14","13:00-14",13,"00-14","09/08/2023",24,"Friday","09.08"
"1276","09/08/2023, 13:00-14","13:00-14",13,"00-14","09/08/2023",5,"Friday","09.08"
"1277","09/08/2023, 13:00-14","13:00-14",13,"00-14","09/08/2023",36,"Friday","09.08"
"1278","09/08/2023, 13:15-29","13:15-29",13,"15-29","09/08/2023",1,"Friday","09.08"
"1279","09/08/2023, 13:15-29","13:15-29",13,"15-29","09/08/2023",22,"Friday","09.08"
"1280","09/08/2023, 13:15-29","13:15-29",13,"15-29","09/08/2023",5,"Friday","09.08"
"1281","09/08/2023, 13:15-29","13:15-29",13,"15-29","09/08/2023",89,"Friday","09.08"
"1282","09/08/2023, 13:30-44","13:30-44",13,"30-44","09/08/2023",18,"Friday","09.08"
"1283","09/08/2023, 13:30-44","13:30-44",13,"30-44","09/08/2023",1,"Friday","09.08"
"1284","09/08/2023, 13:30-44","13:30-44",13,"30-44","09/08/2023",4,"Friday","09.08"
"1285","09/08/2023, 13:30-44","13:30-44",13,"30-44","09/08/2023",34,"Friday","09.08"
"1286","09/08/2023, 13:45-59","13:45-59",13,"45-59","09/08/2023",1,"Friday","09.08"
"1287","09/08/2023, 13:45-59","13:45-59",13,"45-59","09/08/2023",12,"Friday","09.08"
"1288","09/08/2023, 13:45-59","13:45-59",13,"45-59","09/08/2023",20,"Friday","09.08"
"1289","09/08/2023, 14:00-14","14:00-14",14,"00-14","09/08/2023",2,"Friday","09.08"
"1290","09/08/2023, 14:00-14","14:00-14",14,"00-14","09/08/2023",1,"Friday","09.08"
"1291","09/11/2023, 7:45-59","7:45-59",7,"45-59","09/11/2023",1,"Monday","09.11"
"1292","09/11/2023, 8:00-14","8:00-14",8,"00-14","09/11/2023",2,"Monday","09.11"
"1293","09/11/2023, 8:00-14","8:00-14",8,"00-14","09/11/2023",1,"Monday","09.11"
"1294","09/11/2023, 8:00-14","8:00-14",8,"00-14","09/11/2023",6,"Monday","09.11"
"1295","09/11/2023, 8:15-29","8:15-29",8,"15-29","09/11/2023",4,"Monday","09.11"
"1296","09/11/2023, 8:15-29","8:15-29",8,"15-29","09/11/2023",3,"Monday","09.11"
"1297","09/11/2023, 8:15-29","8:15-29",8,"15-29","09/11/2023",18,"Monday","09.11"
"1298","09/11/2023, 8:30-44","8:30-44",8,"30-44","09/11/2023",1,"Monday","09.11"
"1299","09/11/2023, 8:30-44","8:30-44",8,"30-44","09/11/2023",6,"Monday","09.11"
"1300","09/11/2023, 8:30-44","8:30-44",8,"30-44","09/11/2023",30,"Monday","09.11"
"1301","09/11/2023, 8:45-59","8:45-59",8,"45-59","09/11/2023",13,"Monday","09.11"
"1302","09/11/2023, 8:45-59","8:45-59",8,"45-59","09/11/2023",1,"Monday","09.11"
"1303","09/11/2023, 8:45-59","8:45-59",8,"45-59","09/11/2023",25,"Monday","09.11"
"1304","09/11/2023, 9:00-14","9:00-14",9,"00-14","09/11/2023",15,"Monday","09.11"
"1305","09/11/2023, 9:00-14","9:00-14",9,"00-14","09/11/2023",3,"Monday","09.11"
"1306","09/11/2023, 9:00-14","9:00-14",9,"00-14","09/11/2023",13,"Monday","09.11"
"1307","09/11/2023, 9:15-29","9:15-29",9,"15-29","09/11/2023",3,"Monday","09.11"
"1308","09/11/2023, 9:15-29","9:15-29",9,"15-29","09/11/2023",1,"Monday","09.11"
"1309","09/11/2023, 9:15-29","9:15-29",9,"15-29","09/11/2023",1,"Monday","09.11"
"1310","09/11/2023, 9:15-29","9:15-29",9,"15-29","09/11/2023",8,"Monday","09.11"
"1311","09/11/2023, 9:30-44","9:30-44",9,"30-44","09/11/2023",6,"Monday","09.11"
"1312","09/11/2023, 9:30-44","9:30-44",9,"30-44","09/11/2023",21,"Monday","09.11"
"1313","09/11/2023, 9:45-59","9:45-59",9,"45-59","09/11/2023",11,"Monday","09.11"
"1314","09/11/2023, 9:45-59","9:45-59",9,"45-59","09/11/2023",27,"Monday","09.11"
"1315","09/11/2023, 10:00-14","10:00-14",10,"00-14","09/11/2023",18,"Monday","09.11"
"1316","09/11/2023, 10:00-14","10:00-14",10,"00-14","09/11/2023",52,"Monday","09.11"
"1317","09/11/2023, 10:15-29","10:15-29",10,"15-29","09/11/2023",1,"Monday","09.11"
"1318","09/11/2023, 10:15-29","10:15-29",10,"15-29","09/11/2023",6,"Monday","09.11"
"1319","09/11/2023, 10:15-29","10:15-29",10,"15-29","09/11/2023",2,"Monday","09.11"
"1320","09/11/2023, 10:15-29","10:15-29",10,"15-29","09/11/2023",20,"Monday","09.11"
"1321","09/11/2023, 10:30-44","10:30-44",10,"30-44","09/11/2023",5,"Monday","09.11"
"1322","09/11/2023, 10:30-44","10:30-44",10,"30-44","09/11/2023",8,"Monday","09.11"
"1323","09/11/2023, 10:45-59","10:45-59",10,"45-59","09/11/2023",5,"Monday","09.11"
"1324","09/11/2023, 10:45-59","10:45-59",10,"45-59","09/11/2023",1,"Monday","09.11"
"1325","09/11/2023, 10:45-59","10:45-59",10,"45-59","09/11/2023",6,"Monday","09.11"
"1326","09/11/2023, 11:00-14","11:00-14",11,"00-14","09/11/2023",32,"Monday","09.11"
"1327","09/11/2023, 11:00-14","11:00-14",11,"00-14","09/11/2023",1,"Monday","09.11"
"1328","09/11/2023, 11:00-14","11:00-14",11,"00-14","09/11/2023",1,"Monday","09.11"
"1329","09/11/2023, 11:00-14","11:00-14",11,"00-14","09/11/2023",92,"Monday","09.11"
"1330","09/11/2023, 11:15-29","11:15-29",11,"15-29","09/11/2023",31,"Monday","09.11"
"1331","09/11/2023, 11:15-29","11:15-29",11,"15-29","09/11/2023",2,"Monday","09.11"
"1332","09/11/2023, 11:15-29","11:15-29",11,"15-29","09/11/2023",1,"Monday","09.11"
"1333","09/11/2023, 11:15-29","11:15-29",11,"15-29","09/11/2023",75,"Monday","09.11"
"1334","09/11/2023, 11:30-44","11:30-44",11,"30-44","09/11/2023",1,"Monday","09.11"
"1335","09/11/2023, 11:30-44","11:30-44",11,"30-44","09/11/2023",50,"Monday","09.11"
"1336","09/11/2023, 11:30-44","11:30-44",11,"30-44","09/11/2023",1,"Monday","09.11"
"1337","09/11/2023, 11:30-44","11:30-44",11,"30-44","09/11/2023",1,"Monday","09.11"
"1338","09/11/2023, 11:30-44","11:30-44",11,"30-44","09/11/2023",98,"Monday","09.11"
"1339","09/11/2023, 11:45-59","11:45-59",11,"45-59","09/11/2023",1,"Monday","09.11"
"1340","09/11/2023, 11:45-59","11:45-59",11,"45-59","09/11/2023",44,"Monday","09.11"
"1341","09/11/2023, 11:45-59","11:45-59",11,"45-59","09/11/2023",3,"Monday","09.11"
"1342","09/11/2023, 11:45-59","11:45-59",11,"45-59","09/11/2023",82,"Monday","09.11"
"1343","09/11/2023, 12:00-14","12:00-14",12,"00-14","09/11/2023",1,"Monday","09.11"
"1344","09/11/2023, 12:00-14","12:00-14",12,"00-14","09/11/2023",44,"Monday","09.11"
"1345","09/11/2023, 12:00-14","12:00-14",12,"00-14","09/11/2023",11,"Monday","09.11"
"1346","09/11/2023, 12:00-14","12:00-14",12,"00-14","09/11/2023",93,"Monday","09.11"
"1347","09/11/2023, 12:15-29","12:15-29",12,"15-29","09/11/2023",58,"Monday","09.11"
"1348","09/11/2023, 12:15-29","12:15-29",12,"15-29","09/11/2023",2,"Monday","09.11"
"1349","09/11/2023, 12:15-29","12:15-29",12,"15-29","09/11/2023",6,"Monday","09.11"
"1350","09/11/2023, 12:15-29","12:15-29",12,"15-29","09/11/2023",120,"Monday","09.11"
"1351","09/11/2023, 12:30-44","12:30-44",12,"30-44","09/11/2023",54,"Monday","09.11"
"1352","09/11/2023, 12:30-44","12:30-44",12,"30-44","09/11/2023",6,"Monday","09.11"
"1353","09/11/2023, 12:30-44","12:30-44",12,"30-44","09/11/2023",70,"Monday","09.11"
"1354","09/11/2023, 12:45-59","12:45-59",12,"45-59","09/11/2023",31,"Monday","09.11"
"1355","09/11/2023, 12:45-59","12:45-59",12,"45-59","09/11/2023",1,"Monday","09.11"
"1356","09/11/2023, 12:45-59","12:45-59",12,"45-59","09/11/2023",8,"Monday","09.11"
"1357","09/11/2023, 12:45-59","12:45-59",12,"45-59","09/11/2023",42,"Monday","09.11"
"1358","09/11/2023, 13:00-14","13:00-14",13,"00-14","09/11/2023",61,"Monday","09.11"
"1359","09/11/2023, 13:00-14","13:00-14",13,"00-14","09/11/2023",2,"Monday","09.11"
"1360","09/11/2023, 13:00-14","13:00-14",13,"00-14","09/11/2023",7,"Monday","09.11"
"1361","09/11/2023, 13:00-14","13:00-14",13,"00-14","09/11/2023",105,"Monday","09.11"
"1362","09/11/2023, 13:15-29","13:15-29",13,"15-29","09/11/2023",1,"Monday","09.11"
"1363","09/11/2023, 13:15-29","13:15-29",13,"15-29","09/11/2023",56,"Monday","09.11"
"1364","09/11/2023, 13:15-29","13:15-29",13,"15-29","09/11/2023",1,"Monday","09.11"
"1365","09/11/2023, 13:15-29","13:15-29",13,"15-29","09/11/2023",7,"Monday","09.11"
"1366","09/11/2023, 13:15-29","13:15-29",13,"15-29","09/11/2023",88,"Monday","09.11"
"1367","09/11/2023, 13:30-44","13:30-44",13,"30-44","09/11/2023",32,"Monday","09.11"
"1368","09/11/2023, 13:30-44","13:30-44",13,"30-44","09/11/2023",4,"Monday","09.11"
"1369","09/11/2023, 13:30-44","13:30-44",13,"30-44","09/11/2023",26,"Monday","09.11"
"1370","09/11/2023, 13:45-59","13:45-59",13,"45-59","09/11/2023",15,"Monday","09.11"
"1371","09/11/2023, 13:45-59","13:45-59",13,"45-59","09/11/2023",2,"Monday","09.11"
"1372","09/11/2023, 13:45-59","13:45-59",13,"45-59","09/11/2023",5,"Monday","09.11"
"1373","09/11/2023, 13:45-59","13:45-59",13,"45-59","09/11/2023",10,"Monday","09.11"
"1374","09/11/2023, 14:00-14","14:00-14",14,"00-14","09/11/2023",15,"Monday","09.11"
"1375","09/11/2023, 14:00-14","14:00-14",14,"00-14","09/11/2023",1,"Monday","09.11"
"1376","09/11/2023, 14:00-14","14:00-14",14,"00-14","09/11/2023",18,"Monday","09.11"
"1377","09/11/2023, 14:15-29","14:15-29",14,"15-29","09/11/2023",23,"Monday","09.11"
"1378","09/11/2023, 14:15-29","14:15-29",14,"15-29","09/11/2023",2,"Monday","09.11"
"1379","09/11/2023, 14:15-29","14:15-29",14,"15-29","09/11/2023",60,"Monday","09.11"
"1380","09/11/2023, 14:30-44","14:30-44",14,"30-44","09/11/2023",22,"Monday","09.11"
"1381","09/11/2023, 14:30-44","14:30-44",14,"30-44","09/11/2023",1,"Monday","09.11"
"1382","09/11/2023, 14:30-44","14:30-44",14,"30-44","09/11/2023",44,"Monday","09.11"
"1383","09/11/2023, 14:45-59","14:45-59",14,"45-59","09/11/2023",16,"Monday","09.11"
"1384","09/11/2023, 14:45-59","14:45-59",14,"45-59","09/11/2023",1,"Monday","09.11"
"1385","09/11/2023, 14:45-59","14:45-59",14,"45-59","09/11/2023",59,"Monday","09.11"
"1386","09/11/2023, 15:00-14","15:00-14",15,"00-14","09/11/2023",3,"Monday","09.11"
"1387","09/11/2023, 15:00-14","15:00-14",15,"00-14","09/11/2023",3,"Monday","09.11"
"1388","09/12/2023, 7:45-59","7:45-59",7,"45-59","09/12/2023",1,"Tuesday","09.12"
"1389","09/12/2023, 8:00-14","8:00-14",8,"00-14","09/12/2023",5,"Tuesday","09.12"
"1390","09/12/2023, 8:00-14","8:00-14",8,"00-14","09/12/2023",3,"Tuesday","09.12"
"1391","09/12/2023, 8:00-14","8:00-14",8,"00-14","09/12/2023",24,"Tuesday","09.12"
"1392","09/12/2023, 8:15-29","8:15-29",8,"15-29","09/12/2023",5,"Tuesday","09.12"
"1393","09/12/2023, 8:15-29","8:15-29",8,"15-29","09/12/2023",1,"Tuesday","09.12"
"1394","09/12/2023, 8:15-29","8:15-29",8,"15-29","09/12/2023",1,"Tuesday","09.12"
"1395","09/12/2023, 8:15-29","8:15-29",8,"15-29","09/12/2023",35,"Tuesday","09.12"
"1396","09/12/2023, 8:30-44","8:30-44",8,"30-44","09/12/2023",4,"Tuesday","09.12"
"1397","09/12/2023, 8:30-44","8:30-44",8,"30-44","09/12/2023",1,"Tuesday","09.12"
"1398","09/12/2023, 8:30-44","8:30-44",8,"30-44","09/12/2023",14,"Tuesday","09.12"
"1399","09/12/2023, 8:45-59","8:45-59",8,"45-59","09/12/2023",12,"Tuesday","09.12"
"1400","09/12/2023, 8:45-59","8:45-59",8,"45-59","09/12/2023",1,"Tuesday","09.12"
"1401","09/12/2023, 8:45-59","8:45-59",8,"45-59","09/12/2023",14,"Tuesday","09.12"
"1402","09/12/2023, 9:00-14","9:00-14",9,"00-14","09/12/2023",2,"Tuesday","09.12"
"1403","09/12/2023, 9:00-14","9:00-14",9,"00-14","09/12/2023",6,"Tuesday","09.12"
"1404","09/12/2023, 9:00-14","9:00-14",9,"00-14","09/12/2023",1,"Tuesday","09.12"
"1405","09/12/2023, 9:00-14","9:00-14",9,"00-14","09/12/2023",24,"Tuesday","09.12"
"1406","09/12/2023, 9:15-29","9:15-29",9,"15-29","09/12/2023",9,"Tuesday","09.12"
